Date,Open,High,Low,Close,Volume
15-Apr-08,9.41,9.45,9.10,9.29,42900
14-Apr-08,9.16,9.28,8.72,9.25,34500
11-Apr-08,8.55,9.40,8.45,9.04,203400
10-Apr-08,8.53,8.56,8.28,8.55,15400
9-Apr-08,8.92,8.96,8.41,8.45,35700
8-Apr-08,8.93,8.97,8.56,8.82,29500
7-Apr-08,8.95,9.12,8.88,8.93,35400
4-Apr-08,8.46,8.95,8.46,8.87,31000
3-Apr-08,8.84,8.89,8.29,8.59,53500
2-Apr-08,8.83,8.89,8.50,8.75,38000
1-Apr-08,8.19,8.78,8.16,8.72,77100
31-Mar-08,8.09,8.42,7.92,7.96,50600
28-Mar-08,7.73,8.17,7.70,8.10,82700
27-Mar-08,7.68,7.81,7.41,7.76,46100
26-Mar-08,7.80,7.80,7.40,7.72,44900
25-Mar-08,7.69,7.90,7.50,7.72,70100
24-Mar-08,7.00,7.70,6.85,7.65,102500
20-Mar-08,6.64,6.98,6.64,6.98,34300
19-Mar-08,6.82,7.05,6.64,6.66,44700
18-Mar-08,6.68,6.94,6.46,6.91,67300
17-Mar-08,6.98,7.03,6.50,6.65,70700
14-Mar-08,7.29,7.32,7.02,7.08,28800
13-Mar-08,7.00,7.27,6.90,7.25,93600
12-Mar-08,6.98,7.25,6.98,7.01,130700
11-Mar-08,7.20,7.20,6.90,7.04,115700
10-Mar-08,7.28,7.50,7.00,7.12,68200
7-Mar-08,7.78,7.87,7.25,7.28,106600
6-Mar-08,8.11,8.14,7.84,7.84,77500
5-Mar-08,8.20,8.34,8.08,8.13,27200
4-Mar-08,8.30,8.37,8.05,8.08,77800
3-Mar-08,8.50,8.65,8.30,8.30,52500
29-Feb-08,9.09,9.09,8.52,8.52,44700
28-Feb-08,8.68,9.03,8.65,9.03,77500
27-Feb-08,8.24,8.79,8.24,8.79,77000
26-Feb-08,8.18,8.49,8.18,8.37,87500
25-Feb-08,8.22,8.38,8.10,8.21,57800
22-Feb-08,8.43,8.54,8.31,8.35,22200
21-Feb-08,8.69,8.79,8.38,8.50,90300
20-Feb-08,8.63,8.78,8.50,8.61,65100
19-Feb-08,8.86,8.94,8.72,8.81,55400
15-Feb-08,8.85,8.96,8.63,8.74,58300
14-Feb-08,9.13,9.13,8.71,8.87,39500
13-Feb-08,8.92,9.06,8.66,8.89,98800
12-Feb-08,8.75,9.14,8.75,8.78,47300
11-Feb-08,8.75,8.92,8.70,8.81,39700
8-Feb-08,8.85,8.95,8.74,8.74,43600
7-Feb-08,8.76,9.06,8.68,8.90,63700
6-Feb-08,9.14,9.15,8.95,9.00,62400
5-Feb-08,9.45,9.80,9.01,9.02,91600
4-Feb-08,9.61,9.81,9.46,9.55,110100
1-Feb-08,9.06,9.59,9.00,9.46,194800
31-Jan-08,8.69,9.00,8.69,8.80,64500
30-Jan-08,9.13,9.13,8.65,8.83,121800
29-Jan-08,8.75,9.17,8.70,9.15,179900
28-Jan-08,9.88,9.88,8.60,8.80,446000
25-Jan-08,9.83,10.88,9.66,10.70,284100
24-Jan-08,9.80,9.81,9.40,9.53,72900
23-Jan-08,9.15,9.68,8.84,9.55,193500
22-Jan-08,9.00,9.31,8.17,9.01,177100
18-Jan-08,10.63,10.63,9.75,9.91,106600
17-Jan-08,9.90,10.43,9.64,9.64,138600
16-Jan-08,10.30,10.60,10.00,10.00,98800
15-Jan-08,10.79,10.80,10.25,10.48,77100
14-Jan-08,10.75,11.10,10.66,10.80,74400
11-Jan-08,10.60,10.83,10.56,10.75,158300
10-Jan-08,10.25,10.53,10.12,10.51,117300
9-Jan-08,10.43,10.45,9.57,10.11,177400
8-Jan-08,10.69,10.70,10.20,10.24,146200
7-Jan-08,10.75,10.92,10.27,10.48,102600
4-Jan-08,11.29,11.29,10.56,10.74,90300
3-Jan-08,11.12,11.29,10.88,11.16,121300
2-Jan-08,10.97,10.99,10.70,10.96,75700
31-Dec-07,10.90,11.12,10.62,10.91,153700
28-Dec-07,11.12,11.30,10.99,11.12,98300
27-Dec-07,11.58,11.75,11.05,11.27,175500
26-Dec-07,11.20,11.64,11.20,11.50,94000
24-Dec-07,11.59,11.59,11.26,11.41,45300
21-Dec-07,11.40,11.70,11.15,11.57,101200
20-Dec-07,11.54,11.70,11.18,11.37,105900
19-Dec-07,11.05,11.48,11.05,11.33,66700
18-Dec-07,11.75,11.75,10.92,11.30,114100
17-Dec-07,11.73,11.73,11.00,11.19,105200
14-Dec-07,12.13,12.18,11.59,11.92,99000
13-Dec-07,12.36,12.54,12.13,12.41,55900
12-Dec-07,12.25,12.82,12.09,12.66,166500
11-Dec-07,12.32,12.48,12.11,12.15,110900
10-Dec-07,12.31,12.65,12.03,12.36,140000
7-Dec-07,12.50,12.54,12.13,12.50,93500
6-Dec-07,12.12,12.48,11.88,12.22,223400
5-Dec-07,11.60,11.85,11.43,11.85,134400
4-Dec-07,11.56,11.67,11.31,11.52,72300
3-Dec-07,11.30,11.84,11.30,11.64,115800
30-Nov-07,11.90,11.95,11.56,11.81,143600
29-Nov-07,12.08,12.10,11.34,11.58,119500
28-Nov-07,11.38,11.84,11.20,11.50,202700
27-Nov-07,10.85,11.28,10.83,11.28,140100
26-Nov-07,10.66,11.11,10.66,11.01,99200
23-Nov-07,10.56,10.74,10.47,10.70,38800
21-Nov-07,10.25,10.95,10.25,10.58,145300
20-Nov-07,11.31,11.66,10.77,10.90,110100
19-Nov-07,11.80,11.90,11.15,11.42,170000
16-Nov-07,12.06,12.27,11.69,11.95,109900
15-Nov-07,12.37,12.37,11.70,12.09,91800
14-Nov-07,12.74,12.74,12.07,12.37,184900
13-Nov-07,11.86,12.44,11.51,12.36,192600
12-Nov-07,11.78,11.83,11.48,11.55,227400
9-Nov-07,12.25,12.25,11.38,11.80,379800
8-Nov-07,12.00,12.04,10.33,11.51,690500
7-Nov-07,12.86,13.07,12.11,12.12,476000
6-Nov-07,13.40,13.65,12.70,13.00,554400
5-Nov-07,13.50,13.98,13.40,13.55,272100
2-Nov-07,14.53,14.64,13.64,13.90,467900
1-Nov-07,15.50,15.65,14.31,14.46,667900
31-Oct-07,16.29,16.65,16.02,16.14,321200
30-Oct-07,16.67,16.77,16.00,16.20,244400
29-Oct-07,16.33,16.68,16.00,16.62,318000
26-Oct-07,16.17,16.20,15.81,16.01,182600
25-Oct-07,16.03,16.36,15.61,15.67,235700
24-Oct-07,16.01,16.41,15.60,16.00,225800
23-Oct-07,16.18,16.87,16.03,16.42,316100
22-Oct-07,15.78,16.27,15.46,15.91,280100
19-Oct-07,17.00,17.10,15.70,15.83,375400
18-Oct-07,17.00,17.48,16.84,17.05,196200
17-Oct-07,17.25,17.77,16.90,17.26,212200
16-Oct-07,17.40,17.53,16.75,16.95,374200
15-Oct-07,17.99,18.38,17.37,17.65,224000
12-Oct-07,17.75,18.32,17.71,17.99,221000
11-Oct-07,19.68,19.95,17.65,17.87,630400
10-Oct-07,18.60,19.40,18.43,19.18,404900
9-Oct-07,18.65,18.89,17.76,18.44,517900
8-Oct-07,17.81,20.13,17.00,18.40,1475600
5-Oct-07,17.80,18.20,17.70,17.81,249300
4-Oct-07,17.56,18.02,17.48,17.56,155400
3-Oct-07,18.25,18.26,17.50,17.71,259000
2-Oct-07,17.60,18.86,17.23,18.21,471700
1-Oct-07,17.73,18.24,17.50,17.50,243400
28-Sep-07,17.54,18.05,17.24,17.85,193900
27-Sep-07,17.50,17.74,17.14,17.35,162900
26-Sep-07,18.10,18.50,17.19,17.25,338000
25-Sep-07,16.84,19.47,16.60,18.00,940800
24-Sep-07,16.00,17.16,15.77,17.00,392300
21-Sep-07,15.80,16.16,15.57,15.84,103400
20-Sep-07,15.83,16.43,15.62,15.75,104800
19-Sep-07,15.84,16.19,15.41,15.78,196700
18-Sep-07,15.40,15.72,15.15,15.61,121500
17-Sep-07,14.86,15.58,14.86,15.15,101300
14-Sep-07,14.83,14.87,14.64,14.85,58000
13-Sep-07,14.76,15.07,14.57,14.97,79100
12-Sep-07,15.05,15.07,14.72,14.77,45900
11-Sep-07,14.84,15.22,14.80,14.96,60100
10-Sep-07,15.05,15.18,14.74,14.88,63200
7-Sep-07,15.23,15.75,14.86,15.05,100700
6-Sep-07,15.32,15.50,15.20,15.39,46400
5-Sep-07,15.70,15.70,15.12,15.42,62600
4-Sep-07,15.24,15.98,14.90,15.78,222200
31-Aug-07,15.50,15.55,14.91,15.07,88900
30-Aug-07,15.29,15.56,14.99,15.10,78900
29-Aug-07,14.80,15.21,14.80,15.12,81200
28-Aug-07,14.89,15.11,14.75,14.77,84600
27-Aug-07,15.00,15.39,14.91,15.02,109300
24-Aug-07,15.14,15.50,15.00,15.24,84800
23-Aug-07,16.08,16.15,15.10,15.33,110500
22-Aug-07,15.33,15.71,15.00,15.60,114900
21-Aug-07,14.60,15.21,14.35,14.93,139100
20-Aug-07,15.00,15.12,14.30,14.52,130500
17-Aug-07,15.00,15.10,14.40,14.72,161600
16-Aug-07,15.00,15.04,13.68,14.12,268800
15-Aug-07,15.37,15.80,15.00,15.20,97200
14-Aug-07,15.60,15.93,15.54,15.58,86000
13-Aug-07,15.94,15.94,15.49,15.51,115900
10-Aug-07,15.60,16.10,15.30,15.59,211600
9-Aug-07,15.78,16.88,15.66,15.92,328200
8-Aug-07,15.67,16.49,15.60,16.09,505200
7-Aug-07,14.93,15.59,14.87,15.44,158800
6-Aug-07,15.81,15.81,14.37,15.15,221900
3-Aug-07,15.98,16.08,15.13,15.13,239300
2-Aug-07,16.00,16.38,15.92,15.98,116600
1-Aug-07,16.20,16.43,15.84,16.05,284000
31-Jul-07,16.02,16.81,16.00,16.28,284400
30-Jul-07,16.81,17.00,15.82,16.33,399300
27-Jul-07,17.03,17.15,16.55,16.75,363200
26-Jul-07,17.60,17.60,16.09,17.39,1607400
25-Jul-07,20.95,20.95,19.45,20.08,296100
24-Jul-07,20.95,21.00,20.20,20.21,183500
23-Jul-07,21.97,21.97,20.66,20.95,269400
20-Jul-07,21.23,22.05,20.82,21.54,308400
19-Jul-07,22.05,23.44,21.63,21.84,335100
18-Jul-07,21.55,22.61,21.25,21.93,848500
17-Jul-07,23.67,23.73,21.45,21.52,1113200
16-Jul-07,25.98,26.59,22.92,23.30,1727900
13-Jul-07,26.89,27.40,24.80,25.41,938200
12-Jul-07,23.92,27.50,23.80,26.46,3303600
11-Jul-07,19.20,23.95,19.07,23.46,1330000
10-Jul-07,19.10,19.69,18.90,19.10,351800
9-Jul-07,18.62,19.30,18.62,19.14,228900
6-Jul-07,17.72,18.74,17.72,18.50,194200
5-Jul-07,17.89,18.24,17.70,17.94,73300
3-Jul-07,18.26,18.60,17.59,17.99,132900
2-Jul-07,17.70,18.38,17.70,18.11,56500
29-Jun-07,17.64,18.12,17.64,17.92,71000
28-Jun-07,18.00,18.19,17.75,17.80,46900
27-Jun-07,17.42,17.98,17.42,17.90,46400
26-Jun-07,18.01,18.08,17.36,17.70,72200
25-Jun-07,17.86,18.14,17.50,17.70,79000
22-Jun-07,17.99,18.33,17.86,17.95,68700
21-Jun-07,18.01,18.56,17.91,18.23,58100
20-Jun-07,18.30,18.48,17.95,18.24,83800
19-Jun-07,17.92,18.45,17.80,18.28,121700
18-Jun-07,17.75,17.95,17.39,17.84,106700
15-Jun-07,18.14,18.43,17.75,17.95,80700
14-Jun-07,18.04,18.29,17.94,18.03,49400
13-Jun-07,17.86,18.18,17.70,18.15,62900
12-Jun-07,17.54,17.91,17.50,17.87,75300
11-Jun-07,17.88,17.99,17.54,17.82,75800
8-Jun-07,17.20,17.79,17.00,17.70,85600
7-Jun-07,17.84,18.27,17.29,17.29,114800
6-Jun-07,17.86,18.12,17.82,18.06,82400
5-Jun-07,18.00,18.27,17.84,18.00,112400
4-Jun-07,17.99,18.27,17.99,18.15,85800
1-Jun-07,18.28,18.28,18.00,18.14,55500
31-May-07,18.10,18.35,17.58,18.28,85400
30-May-07,17.37,18.16,17.36,18.10,135900
29-May-07,17.95,18.45,17.89,18.08,87400
25-May-07,17.66,17.91,17.66,17.89,72100
24-May-07,18.35,18.48,17.35,17.64,140600
23-May-07,18.77,18.86,18.19,18.31,78200
22-May-07,18.64,18.75,18.49,18.63,86000
21-May-07,18.38,18.86,18.38,18.63,77300
18-May-07,19.19,19.20,18.37,18.66,192200
17-May-07,18.80,19.10,18.38,18.93,288800
16-May-07,19.00,19.17,17.93,18.57,620500
15-May-07,17.98,18.29,17.44,17.88,284100
14-May-07,16.51,18.30,16.49,18.01,768600
11-May-07,16.10,16.49,15.72,16.48,93800
10-May-07,16.17,16.39,15.92,15.92,72900
9-May-07,16.40,16.40,16.11,16.35,85700
8-May-07,16.26,16.75,16.10,16.28,75500
7-May-07,16.52,16.58,16.17,16.27,68500
4-May-07,16.35,16.65,16.35,16.48,97200
3-May-07,16.62,17.30,16.36,16.38,267200
2-May-07,16.79,16.95,16.53,16.68,92500
1-May-07,16.62,16.83,16.30,16.63,126900
30-Apr-07,16.79,17.71,16.62,16.71,104500
27-Apr-07,16.69,17.25,16.69,16.98,155800
26-Apr-07,16.84,17.50,16.67,16.68,140300
25-Apr-07,17.00,17.21,16.78,16.84,120200
24-Apr-07,17.10,17.31,16.75,17.04,155000
